Nombre,Autor,Editorial,ISBN,Precio,Fecha de lanzamiento,Formato,Páginas,Disponibilidad
EL ASOMBROSO SPIDERMAN 18: LAZOS DE FAMILIA (Marvel Saga 41),"Barry Kitson
,
 Chris Bachalo
,
 Joe Kelly
,
 Marc Guggenheim",Panini Comics,9788491671206,"17,10 €",05/10/2017,Tapa dura,216,Agotado
THOR: LAS EDADES DEL TRUENO,"Clay Mann
,
 Dan Brereton
,
 Doug Braithwaite
,
 Khari Evans
,
 Matt Fraction
,
 Miguel Sepúlveda
,
 Mike Allred
,
 Patrick Zircher",Panini Comics,9788491671190,"15,68 €",05/10/2017,Tapa dura,176,Agotado
SPIDERMAN 2099 Nº 05: CIVIL WAR 2099,"Peter David
,
 Will Sliney",Panini Comics,9788491671169,"13,78 €",05/10/2017,Tapa blanda con solapas,160,Agotado
ULTIMATES 03: GUERRA EN EL CIELO,"Al Ewing
,
 Travel Foreman",Panini Comics,9788491671183,"12,83 €",05/10/2017,Tapa blanda con solapas,144,Agotado
LOBEZNO: ¡SNIKT!,Panini Comics,Panini Comics,9788491671596,"14,25 €",05/10/2017,Tapa dura,128,Agotado
EL CASTIGADOR 02: EL FINAL DEL CAMINO,"Becky Cloonan
,
 Laura Braga
,
 Steve Dillon
,
 Matt Horak",Panini Comics,9788491671084,"14,25 €",,Tapa dura,136,En stock
SPIDERMAN: LA ÚLTIMA CACERÍA DE KRAVEN,"J.M. DeMatteis
,
 Mike Zeck",Panini Comics,9788491670988,"15,68 €",,Tapa dura,,Agotado
DAREDEVIL 12: LA EDAD DORADA (Marvel Saga 40),"Alex Maleev
,
 Brian Michael Bendis",Panini Comics,9788491671008,"14,25 €",,Tapa dura,128,Agotado
MARVEL HÉROES 83: EL PODEROSO THOR DE DEFALCO Y FRENZ 01,"Ron Frenz
,
 Tom DeFalco",Panini Comics,9788491671039,"39,90 €",,Tapa dura,704,En stock
GUARDIANES DE LA GALAXIA: GUARDIANES DEL INFINITO,"Carlo Barberi
,
 Dan Abnett
,
 Gerry Duggan
,
 Jason Latour
,
 Jim Cheung
,
 Varios autores",Panini Comics,9788491670940,"23,75 €",,Tapa blanda con solapas,272,Agotado
LOS INHUMANOS DE PAUL JENKINS Y JAE LEE (Marvel Integral),"Jae Lee
,
 Paul Jenkins",Panini Comics,9788491671077,"28,50 €",,Tapa dura,304,En stock
LAS MINIS DE MASACRE 10: MASACRE EL PATO / MASACRE VS. EL CASTIGADOR,"Fred Van Lente
,
 Jacopo Camagni
,
 Pere Pérez
,
 Stuart Moore",Panini Comics,9788491670933,"20,85 €",,Tapa blanda con solapas,240,Agotado
THUNDERBOLTS VOL 2 Nº02: IMPERIO SECRETO: PRIMER DISPARO,"Jim Zub
,
 Sean Izaakse",Panini Comics,9788491670971,"12,83 €",,Tapa blanda con solapas,144,Agotado
LA INCREÍBLE MASACRE-GWEN 01,"Danilo Beyruth
,
 Varios autores
,
 Chris Hastings
,
 Gurihiru",Panini Comics,9788491670957,"18,95 €",,Tapa blanda con solapas,216,Agotado
MOSAICO: INTEGRAL,"Geoffrey Thorne
,
 Khary Randolph",Panini Comics,9788491670964,"17,05 €",,Tapa blanda con solapas,192,Agotado
MARVEL HÉROES 82: MASACRE 03. VERANO CRUEL,"Christopher Priest
,
 Darick Robertson
,
 Jimmy Palmiotti
,
 Paco Díaz
,
 Paul Chadwick
,
 Glenn Herdling",Panini Comics,9788491670544,"37,95 €",23/08/2017,Tapa dura,568,Agotado
LA BRUJA ESCARLATA 03: EL ULTIMO MALEFICIO,"James Robinson
,
 Joelle Jones
,
 Marguerite Sauvage
,
 Tula Lotay",Panini Comics,9788491670568,"10,45 €",16/08/2017,Tapa blanda con solapas,112,En stock
VIUDA NEGRA 02: NO MÁS SECRETOS,"Chris Samnee
,
 Mark Waid",Panini Comics,9788491670094,"14,25 €",16/08/2017,Tapa dura,136,Agotado
MASACRE. MAL ROLLO (Marvel graphic novels),"Chad Bowers
,
 Chris Sims
,
 Rob Liefeld",Panini Comics,9788491670575,"14,25 €",16/08/2017,Tapa dura,112,Agotado
EL CASTIGADOR 07: BARRACUDA (Marvel Saga 38),"Garth Ennis
,
 Goran Parlov",Panini Comics,9788491670537,"14,25 €",09/08/2017,Tapa dura,160,Agotado
EL ASOMBROSO SPIDERMAN 16: LA PRIMERA CACERIA DE KRAVEN (Marvel Saga 37),"Bob Gale
,
 Marc Guggenheim
,
 Marcos Martín
,
 Mike McKone
,
 Phil Jiménez",Panini Comics,9788491670520,"18,53 €",09/08/2017,Tapa dura,240,En stock
"PATSY WALKER, ALIAS GATA INFERNAL 02: UNA GATA IMPARABLE","Kate Leth
,
 Britney Williams",Panini Comics,9788491670506,"13,30 €",03/08/2017,Tapa blanda,136,Agotado
HOMBRE LOBO 03: EL FINAL (MARVEL LIMITED EDITION),Varios autores,Panini Comics,9788416986149,"37,95 €",03/08/2017,Tapa dura,360,Agotado
EL ASOMBROSO SPIDERMAN 15: INVIERNO MORTAL  (Marvel Saga 35),"Chris Bachalo
,
 Bob Gale
,
 Phil Jiménez
,
 Zeb Wells",Panini Comics,9788491670247,"17,10 €",12/07/2017,Tapa dura,200,En stock
CAPITÁN AMÉRICA Y EL HALCÓN 05: LA SAGA DEL IMPERIO SECRETO  (Marvel Gold Omnibus),"Frank Robbins
,
 Sal Buscema
,
 Steve Englehart",Panini Comics,9788491670261,"37,95 €",12/07/2017,Tapa dura,512,Agotado
SARGENTO FURIA. ¡EN LAS FAUCES DE LA MUERTE! (Marvel Limited Edition),"Dick Ayers
,
 Jack Kirby
,
 Stan Lee",Panini Comics,9788416986132,"40,80 €",12/07/2017,Tapa dura,472,En stock
EL TESTAMENTO DE MAGNETO,"Carmine Di Giandomenico
,
 Greg Pak",Panini Comics,9788491670926,"17,10 €",12/07/2017,Tapa dura,128,Agotado
DAREDEVIL 11: LA VIUDA (Marvel Saga 36),"Brian Michael Bendis
,
 Alex Maleev",Panini Comics,9788491670254,"15,68 €",12/07/2017,Tapa dura,176,En stock
VVX: LOS VENGADORES VS. LA PATRULLA-X. VS (Marvel Deluxe),"Stuart Immonen
,
 Jason Aaron
,
 Adam Kubert
,
 Steve McNiven",Panini Comics,9788491670285,"15,20 €",12/07/2017,Tapa dura,160,En stock
EL INCREÍBLE HULK DE JOHN BYRNE (100% Marvel HC),John Byrne,Panini Comics,9788491670230,"17,10 €",06/07/2017,Tapa dura,224,En stock
LA IMBATIBLE CHICA ARDILLA 03: YO BESE A UNA ARDILLA Y ME GUSTO,"Erika Henderson
,
 Ryan North",Panini Comics,9788491670223,"12,83 €",06/07/2017,Tapa blanda con solapas,120,Agotado
LAS MINIS DE MASACRE 09: DE VUELTA AL NEGRO / ¿DEMASIADO PRONTO?,"Cullen Bunn
,
 Salva Espín
,
 Joshua Corin
,
 Todd Nauck",Panini Comics,9788491670209,"21,85 €",06/07/2017,Tapa blanda con solapas,264,Agotado
MARVEL HÉROES 81: EL CASTIGADOR. DIARIO DE GUERRA,"Mike Baron
,
 Jim Lee
,
 Carl Potts
,
 Dave Ross",Panini Comics,9788491670032,"37,95 €",28/06/2017,Tapa dura,632,Agotado
VVX: LOS VENGADORES VS. LA PATRULLA-X. SEGUNDA PARTE (Marvel Deluxe),"Brian Michael Bendis
,
 Frank Cho
,
 Olivier Coipel
,
 Jonathan Hickman
,
 Jason Aaron
,
 John Romita Jr.",Panini Comics,9788491670063,"22,75 €",21/06/2017,Tapa dura,264,En stock
MATANZA 03: EL MORADOR DE LAS PROFUNDIDADES,"Gerry Conway
,
 Mike Perkins",Panini Comics,9788491670087,"11,88 €",21/06/2017,Tapa blanda con solapas,,Agotado
HOMBRE LOBO 02: EL LADO OSCURO DEL MAL (MARVEL LIMITED EDITION),Varios autores,Panini Comics,9788416986125,"37,95 €",16/06/2017,Tapa dura,448,Agotado
EL CASTIGADOR 06: LOS ESCLAVISTAS (Marvel Saga 34),"Garth Ennis
,
 Leo Fernández",Panini Comics,9788491670018,"14,25 €",14/06/2017,Tapa dura,232,En stock
EL ASOMBROSO SPIDERMAN 14: UN NUEVO DÍA  (Marvel Saga 33),"Dan Slott
,
 Marc Guggenheim
,
 Phil Jiménez
,
 Salvador Larroca
,
 Steve McNiven",Panini Comics,9788411019088,"23,75 €",14/06/2017,Tapa dura,232,En stock
VVX: LOS VENGADORES VS. LA PATRULLA-X. PRIMERA PARTE (Marvel Deluxe),"Brian Michael Bendis
,
 Frank Cho
,
 Jason Aaron
,
 John Romita Jr.
,
 Jonathan Hickman
,
 Olivier Coipel",Panini Comics,9788491670056,"18,95 €",14/06/2017,Tapa dura,200,En stock
ANGELA: REINA DE HEL,"Marguerite Bennett
,
 Stephanie Hans
,
 Kim Jacinto",Panini Comics,9788490949962,"13,78 €",07/06/2017,Tapa blanda con solapas,160,Agotado
ULTIMATES 02: CIVIL WAR II,"Al Ewing
,
 Kenneth Rocafort",Panini Comics,9788490949955,"14,25 €",07/06/2017,Tapa blanda,168,En stock
SPIDER-GWEN 02,Jason Latour,Panini Comics,9788490949979,"18,00 €",07/06/2017,Tapa blanda,160,Agotado
DAREDEVIL: EL HOMBRE SIN MIEDO (Colección Frank Miller),"Frank Miller
,
 John Romita Jr.",Panini Comics,9788490949801,"20,90 €",07/06/2017,Tapa dura,168,En stock
JESSICA JONES 01: ¡DESATADA!,"Brian Michael Bendis
,
 Michael Gaydos",Panini Comics,9788490949986,"14,25 €",06/06/2017,Tapa dura,152,Agotado
SPIDERWOMAN 04: CIVIL WAR II,"Dennis Hopeless
,
 Álvaro López
,
 Javier Rodriguez",Panini Comics,9788490949832,"10,45 €",31/05/2017,Tapa blanda con solapas,112,Agotado
EL CABALLERO LUNA Nº 05: ENCARNACIONES,"Jeff Lemire
,
 Greg Smallwood",Panini Comics,9788490949849,"10,45 €",31/05/2017,Tapa blanda con solapas,112,Agotado
"MARVEL HÉROES 80: PETER PARKER, EL ESPECTACULAR SPIDERMAN. LA CAZA DE LA ARAÑA","Mark Beachum
,
 Peter David
,
 Mike Zeck",Panini Comics,9788490949795,"37,95 €",24/05/2017,Tapa dura,576,Agotado
KARNAK 01: TODO TIENE UN PUNTO DÉBIL,"Warren Ellis
,
 Gerardo Zaffino",Panini Comics,9788490947678,"11,88 €",17/05/2017,Tapa blanda con solapas,136,Agotado
LA IMBATIBLE CHICA ARDILLA: ¡BATE AL UNIVERSO MARVEL!,"Erika Henderson
,
 Ryan North",Panini Comics,9788490949856,"13,30 €",17/05/2017,Tapa blanda con solapas,120,Agotado
MOON GIRL Y DINOSAURIO DIABÓLICO 02: AMORES CÓSMICOS,"Natacha Bustos
,
 Brandon Montclare
,
 Amy Reeder",Panini Comics,9788490949733,"14,25 €",10/05/2017,Tapa dura,160,En stock
EL ASOMBROSO SPIDERMAN 13: UN DÍA MÁS  (Marvel Saga 31),"Ron Garney
,
 J. M. Straczynski",Panini Comics,9788490949757,"14,25 €",10/05/2017,Tapa dura,152,En stock
NOVA 07: CIVIL WAR II,"Sean Ryan
,
 Cory Smith",Panini Comics,9788490949726,"10,93 €",10/05/2017,Tapa blanda con solapas,120,Agotado
LAS MINIS DE MASACRE 08: MASACRE Y CABLE / MASACRE VS GAMBITO,"Reilly Brown
,
 Gerry Duggan
,
 Scott Koblish
,
 Brian Posehn",Panini Comics,9788490949702,"18,95 €",10/05/2017,Tapa blanda con solapas,224,Agotado
EL ASOMBROSO SPIDERMAN 08: ESCARAMUZA BAJO LAS CALLES (Marvel Gold Omnibus),"Gerry Conway
,
 Ross Andru",Panini Comics,9788490949788,"37,95 €",10/05/2017,Tapa dura,696,En stock
MARVEL HÉROES 79: GUARDIANES DE LA GALAXIA 01. LA BÚSQUEDA DEL ESCUDO,"Len Kaminski
,
 Al Milgrom
,
 Jim Valentino",Panini Comics,9788490949368,"37,95 €",03/05/2017,Tapa dura,696,En stock
POWER MAN Y PUÑO DE HIERRO 01: HÉROES DE ALQUILER (Marvel Gold Omnibus),"Mary Jo Duffy
,
 Kerry Gammill
,
 Varios autores
,
 Trevor Von Eeden",Panini Comics,9788490949351,"37,95 €",26/04/2017,Tapa dura,704,En stock
HOMBRE LOBO 01: LUNA LLENA (MARVEL LIMITED EDITION),Varios autores,Panini Comics,9788416986088,"37,95 €",21/04/2017,Tapa dura,400,Agotado
"DAREDEVIL, EL HOMBRE SIN MIEDO 10: EL BLUFF DEL HOMBRE CIEGO","Ron Garney
,
 Charles Soule",Panini Comics,9788490949290,"11,88 €",19/04/2017,Tapa blanda con solapas,136,Agotado
DRAX 02: LA CRUZADA DE LOS NIÑOS,"Cullen Bunn
,
 Scott Hepburn
,
 C. M. Punk",Panini Comics,9788490949283,"12,83 €",19/04/2017,Tapa blanda,144,Agotado
HOWARD EL PATO 03: BUENAS NOCHES Y BUENA SUERTE,"Kevin Maguire
,
 Joe Quinones
,
 Chip Zdarsky",Panini Comics,9788490949412,"10,45 €",19/04/2017,Tapa blanda con solapas,112,Agotado
LA BRUJA ESCARLATA 02: MUNDO DE BRUJERÍA,"Joelle Jones
,
 Tula Lotay
,
 James Robinson
,
 Marguerite Sauvage",Panini Comics,9788490949429,"10,93 €",19/04/2017,Tapa blanda con solapas,120,Agotado
GUARDIANES DE LA GALAXIA: VENGADORES CÓSMICOS (Marvel Integral),"Mark Bagley
,
 Brian Michael Bendis
,
 Steve McNiven
,
 Sara Pichelli",Panini Comics,9788490949405,"37,95 €",19/04/2017,Tapa dura,504,En stock
EL CASTIGADOR 05: ARRIBA ES ABAJO Y NEGRO ES BLANCO (Marvel Saga 30),"Garth Ennis
,
 Leo Fernández",Panini Comics,9788490949337,"14,25 €",12/04/2017,Tapa dura,160,En stock
LOBEZNA 02: CIVIL WAR II,"Ig Guara
,
 Marcio Takara
,
 Tom Taylor",Panini Comics,9788490949269,"13,30 €",07/04/2017,Tapa blanda con solapas,152,Agotado
CONTIENDA DE CAMPEONES: COMBATE FINAL,"Al Ewing
,
 Rohald Marcellius",Panini Comics,9788490949306,"9,98 €",07/04/2017,Tapa blanda con solapas,104,Agotado
MS. MARVEL 05: CIVIL WAR II,"Takeshi Miyazawa
,
 G. Willow Wilson",Panini Comics,9788490949276,"10,93 €",07/04/2017,Tapa blanda con solapas,120,Agotado
EL ASOMBROSO SPIDERMAN 12: DE VUELTA AL NEGRO  (Marvel Saga 29),"Ron Garney
,
 J. M. Straczynski",Panini Comics,9788490949320,"14,25 €",07/04/2017,Tapa dura,136,En stock
CAPITANA MARVEL 06: CIVIL WAR II,"Kris Anka
,
 Tara Butlers
,
 Michele Fazekas",Panini Comics,9788490949009,"11,40 €",17/03/2017,Tapa blanda con solapas,128,Agotado
LAS MINIS DE MASACRE 07: EL DESAFÍO DE DRÁCULA,"Reilly Brown
,
 Gerry Duggan
,
 Scott Koblish
,
 Brian Posehn",Panini Comics,9788490948989,"18,00 €",17/03/2017,Tapa blanda con solapas,208,Agotado
GUERREROS ARAÑA 02: ENREDO FINAL,"David Baldeón
,
 Mike Costa",Panini Comics,9788490948996,"10,93 €",17/03/2017,Tapa blanda con solapas,120,Agotado
EL CASTIGADOR 01: EN LA CARRETERA,"Becky Cloonan
,
 Steve Dillon",Panini Comics,9788490949108,"14,25 €",17/03/2017,Tapa dura,136,En stock
THUNDERBOLTS VOL 2 Nº01: CIVIL WAR II,"Jon Malin
,
 Jim Zubkavich",Panini Comics,9788490949016,"11,88 €",17/03/2017,Tapa blanda con solapas,136,Agotado
DAREDEVIL / EL CASTIGADOR: EL SÉPTIMO CÍRCULO,"Charles Soule
,
 Szymon Kudranski",Panini Comics,9788490948972,"11,40 €",10/03/2017,Tapa blanda con solapas,128,Agotado
DAREDEVIL 09: LA BÚSQUEDA DE LA VISIÓN (Marvel Saga 28),David Mack,Panini Comics,9788490949054,"14,25 €",10/03/2017,Tapa dura,123,En stock
SPIDEY 01: PRIMER DÍA,"Nick Bradshaw
,
 Robbie Thompson",Panini Comics,9788411016902,"19,00 €",10/03/2017,Tapa dura,160,En stock
EL CASTIGADOR MAGAZINE (MARVEL LIMITED EDITION),"Howard Chaykin
,
 Gerry Conway
,
 Tony DeZuniga
,
 Archie Goodwin
,
 Len Wein",Panini Comics,9788416986019,"20,90 €",10/03/2017,Tapa dura,88,Agotado
X-23: INOCENCIA PERDIDA,"Yost Christ
,
 Craig Kyle
,
 Billy Tan",Panini Comics,9788490949696,"15,68 €",10/03/2017,Tapa dura,176,Agotado
VIUDA NEGRA 01: LA MÁS BUSCADA DE SHIELD,"Chris Samnee
,
 Mark Waid",Panini Comics,9788490949542,"14,25 €",17/02/2017,Tapa dura,136,En stock
MARVEL HÉROES 77: LA TELARAÑA DE SPIDERMAN 01. LEY Y ORDEN,"Sal Buscema
,
 Peter David
,
 Greg Larocque
,
 David Michelinie
,
 Louise Simonson",Panini Comics,9788490948859,"37,95 €",17/02/2017,Tapa dura,680,En stock
EL CASTIGADOR 04: MADRE RUSIA  (Marvel Saga 26),"Doug Braithwaite
,
 Garth Ennis",Panini Comics,9788490948828,"14,25 €",10/02/2017,Tapa dura,160,Agotado
NICK FURIA: AGENTE DE SHIELD 02 (Marvel Gold Omnibus),"John Buscema
,
 Stan Lee
,
 Jim Steranko
,
 Roy Thomas",Panini Comics,9788490948842,"33,20 €",10/02/2017,Tapa dura,440,Agotado
EL ASOMBROSO SPIDERMAN 10: EL OTRO. SEGUNDA PARTE  (Marvel Saga 25),"Peter David
,
 Ron Garney
,
 J. M. Straczynski
,
 Mike Wieringo",Panini Comics,9788490948811,"15,68 €",10/02/2017,Tapa dura,184,Agotado
"PATSY WALKER, ALIAS GATA INFERNAL 01: LOCOS POR UNA GATA","Kate Leth
,
 Britney Williams",Panini Comics,9788490948798,"11,88 €",10/02/2017,Tapa blanda,136,Agotado
HOMBRE HORMIGA 03: PEQUEÑAS FECHORIAS,"Ramon Rosanas
,
 Nick Spencer",Panini Comics,9788490948774,"18,95 €",10/02/2017,Tapa blanda con solapas,224,Agotado
LA VISIÓN 02: POCO MEJOR QUE UNA BESTIA,"Gabriel Hernández Walta
,
 Tom King",Panini Comics,9788490948767,"12,83 €",10/02/2017,Tapa blanda con solapas,144,Agotado
MATANZA 02: EL DIABLO EN EL MAR,"Gerry Conway
,
 Mike Perkins",Panini Comics,9788490948149,"11,40 €",20/01/2017,Tapa blanda con solapas,128,Agotado
LOS CUATRO FANTÁSTICOS 02: LA BATALLA POR EL EDIFICIO BAXTER (Marvel Gold Omnibus),"Jack Kirby
,
 Stan Lee",Panini Comics,9788490948668,"37,95 €",13/01/2017,Tapa dura,648,En stock
EL ASOMBROSO SPIDERMAN 09: EL OTRO. PRIMERA PARTE  (Marvel Saga 23),"Peter David
,
 Reginald Hudlin
,
 J. M. Straczynski
,
 Mike Wieringo",Panini Comics,9788490948637,"17,10 €",13/01/2017,Tapa dura,224,En stock
HOWARD EL PATO 02. METAMORFOSIS (MARVEL LIMITED EDITION),"Frank Brunner
,
 John Buscema
,
 Steve Gerber
,
 Val Mayerik",Panini Comics,9788415830979,"37,95 €",13/01/2017,Tapa dura,400,Agotado
DAREDEVIL 08: HARDCORE (Marvel Saga 24),"Brian Michael Bendis
,
 Alex Maleev",Panini Comics,9788490948644,"14,25 €",13/01/2017,Tapa dura,128,Agotado
ESTELA PLATEADA 04: CIUDADANO DE LA TIERRA,"Mike Allred
,
 Dan Slott",Panini Comics,9788490948613,"13,78 €",13/01/2017,Tapa blanda con solapas,160,Agotado
LAS MINIS DE MASACRE 06: El arte de la guerra / Masacre Vs. Thanos,"Elmo Bondoc
,
 Peter David
,
 Scott Koblish
,
 Tim Seeley",Panini Comics,9788490948606,"18,00 €",13/01/2017,Tapa blanda con solapas,200,Agotado
EL CASTIGADOR 03: COCINA IRLANDESA (Marvel Saga 21),"Garth Ennis
,
 Leandro Fernández",Panini Comics,9788490948026,"14,25 €",16/12/2016,Tapa dura,160,Agotado
MARCA ESTELAR Y MÁSCARA NOCTURNA,"Greg Weisman
,
 Domo Stanton",Panini Comics,9788490948019,"13,30 €",16/12/2016,Tapa blanda con solapas,152,Agotado
EL ASOMBROSO SPIDERMAN 08: NUEVOS VENGADORES  (Marvel Saga 22),"Mike Deodato Jr.
,
 J. M. Straczynski",Panini Comics,9788490948033,"14,25 €",16/12/2016,Tapa dura,160,Agotado
LAS MINIS DE MASACRE 05: Masacre Vs. X-Force / Masacre Vs. Ojo de Halcón,"Gerry Duggan
,
 Pepe Larraz
,
 Mateo Lolli
,
 Duane Swierczynski",Panini Comics,9788490948002,"20,85 €",16/12/2016,Tapa blanda con solapas,240,Agotado
SPIDERWOMEN,"Bengal
,
 Vanesa Del Rey
,
 Tana Ford
,
 Dennis Hopeless
,
 Jason Latour
,
 Nico León
,
 Robbie Thompson
,
 Joelle Joens",Panini Comics,9788490948064,"18,00 €",16/12/2016,Tapa blanda con solapas,208,Agotado
LA BRUJA ESCARLATA 01: LA SENDA DE LAS BRUJAS,"Vanesa Del Rey
,
 James Robinson",Panini Comics,9788490948057,"10,93 €",16/12/2016,Tapa blanda con solapas,120,Agotado
EL UNIVERSO MARVEL DE GRANT MORRISON,"Manuel Gutiérrez
,
 J.G. Jones
,
 Jae Lee
,
 Mark Millar
,
 Grant Morrison
,
 Steve Yeowell",Panini Comics,9788490948040,"17,10 €",16/12/2016,Tapa blanda,384,Agotado
HOMBRE MÁQUINA (MARVEL LIMITED EDITION),"Tom DeFalco
,
 Steve Ditko
,
 Jack Kirby
,
 Marv Wolfman",Panini Comics,9788415830962,"40,80 €",09/12/2016,Tapa dura,440,En stock
LA GUARIDA DEL HORROR: H.P.LOVECRAFT,Richard Corben,Panini Comics,9788490947616,"14,25 €",02/12/2016,Tapa dura,112,Agotado
EL ASOMBROSO SPIDERMAN 07: A FLOR DE PIEL (Marvel Saga 20),"J. M. Straczynski
,
 Mike Deodato Jr.
,
 Samm Barnes
,
 Scot Eaton",Panini Comics,9788411019101,"20,90 €",18/11/2016,Tapa dura,208,Agotado
DEADPOOL (MASACRE): EL ARTE DEL MERCENARIO BOCAZAS,Matthew K. Manning,Panini Comics,9788490947630,"33,25 €",18/11/2016,Tapa dura con sobrecubierta,184,Agotado
DAREDEVIL 07: BAJOS FONDOS (Marvel Saga 19),"Brian Michael Bendis
,
 Alex Maleev",Panini Comics,9788490947753,"14,25 €",18/11/2016,Tapa dura,128,Agotado
NICK FURIA: AGENTE DE SHIELD 01 (Marvel Gold Omnibus),"Jack Kirby
,
 Stan Lee
,
 Jim Steranko",Panini Comics,9788490947784,"37,95 €",18/11/2016,Tapa dura,50,Agotado
THANOS: EL FINAL DEL INFINITO,"Ron Lim
,
 Jim Starlin",Panini Comics,9788490947661,"14,25 €",18/11/2016,Tapa dura,112,Agotado
LA GUÍA CÓSMICA DE MARVEL,Mark Sumerak,Panini Comics,9788490947647,"19,00 €",18/11/2016,Tapa blanda,160,Agotado
HOWARD EL PATO 02: LA CAZA DEL PATO,"Veronica Fish
,
 Erika Henderson
,
 Ryan North
,
 Joe Quinones
,
 Chip Zdarsky",Panini Comics,9788490947692,"13,78 €",11/11/2016,Tapa blanda con solapas,160,Agotado
DRAX 01: EL MEJOR DETECTIVE DE LA GALAXIA,"Cullen Bunn
,
 Scott Hepburn",Panini Comics,9788490947746,"10,93 €",11/11/2016,Tapa blanda,120,Agotado
EL CABALLERO LUNA Nº 04: BIENVENIDO A NUEVO EGIPTO,"Jeff Lemire
,
 Greg Smallwood",Panini Comics,9788490947685,"11,40 €",11/11/2016,Tapa blanda con solapas,128,Agotado
HOWARD EL PATO 01: ATRAPADO EN UN MUNDO QUE NO ES EL SUYO (MARVEL LIMITED EDITION),"John Buscema
,
 Steve Gerber
,
 Val Mayerik
,
 Frank Brunner",Panini Comics,9788415830955,"40,80 €",11/11/2016,Tapa dura,416,Agotado
OJO DE HALCÓN 05: OJOS DE HALCÓN,"Jeff Lemire
,
 Ramón Pérez",Panini Comics,9788490947722,"13,30 €",11/11/2016,Tapa blanda con solapas,152,Agotado
MARVEL HÉROES 76: LA COSA. SECRET WARS,"John Byrne
,
 Ron Wilson",Panini Comics,9788490947418,"37,95 €",28/10/2016,Tapa dura,632,En stock
LA GUARIDA DEL HORROR: EDGAR ALLAN POE,"Edgar Allan Poe
,
 Richard Corben
,
 Rich Margopoulos",Panini Comics,9788490947609,"14,25 €",28/10/2016,Tapa dura,112,Agotado
MARVEL: CRÓNICA DE UNA ÉPOCA,Rafael Marín,Dolmen,9788416436811,"22,71 €",21/10/2016,Tapa dura,344,Agotado
CAPITÁN AMÉRICA Y EL HALCÓN 04: ¡EL OTRO CAPITAN AMERICA!  (Marvel Gold Omnibus),"Sal Buscema
,
 Gerry Conway
,
 Steve Englehart",Panini Comics,9788490947388,"33,20 €",21/10/2016,Tapa dura,456,En stock
CAPITANA MARVEL 05: CIVIL WAR II PRÓLOGO,"Kris Anka
,
 Michele Fazekas
,
 Tara Butlers",Panini Comics,9788490947333,"10,93 €",21/10/2016,Tapa blanda con solapas,120,Agotado
LEGENDARIO STARLORD 02: PRIMER VUELO,"Javier Garrón
,
 Sam Humphries",Panini Comics,9788490947326,"15,68 €",21/10/2016,Tapa blanda con solapas,184,Agotado
EL ASOMBROSO SPIDERMAN 06: PECADOS DEL PASADO (Marvel Saga 18),"John Romita Sr
,
 J. M. Straczynski",Panini Comics,9788490947364,"14,25 €",21/10/2016,Tapa dura,152,En stock
CAPITÁN AMÉRICA: FUNERAL POR AMÉRICA,"Stuart Immonen
,
 Dan Jurgens
,
 John Romita Sr
,
 Bruce Timm
,
 Varios autores",Panini Comics,9788490947302,"18,95 €",21/10/2016,Tapa blanda,240,Agotado
EL CASTIGADOR 02: EN EL PRINCIPIO (Marvel Saga 17),"Garth Ennis
,
 Lewis Larosa",Panini Comics,9788490947357,"14,25 €",21/10/2016,Tapa dura,152,En stock
MOON GIRL Y DINOSAURIO DIABÓLICO 01: BFF,"Amy Reeder
,
 Brandon Montclare
,
 Natacha Bustos",Panini Comics,9788490947340,"14,25 €",21/10/2016,Tapa dura,160,En stock
MARVEL HÉROES 75: DOCTOR EXTRAÑO DE ROGER STERN,"Marshall Rogers
,
 Michael Golden
,
 Paul Smith
,
 Roger Stern",Panini Comics,9788490947135,"42,75 €",,Tapa dura,784,Agotado
EL ASOMBROSO SPIDERMAN 05: EL LIBRO DE EZEQUIEL (Marvel Saga 16),"John Romita Sr
,
 J. M. Straczynski",Panini Comics,9788490947104,"14,25 €",,Tapa dura,160,Agotado
CAPITANA MARVEL 04: RUMBO A SECRET WARS,"Kelly Sue DeConnick
,
 David López
,
 Marcio Takara",Panini Comics,9788490947074,"15,68 €",,Tapa blanda con solapas,184,Agotado
DOCTOR EXTRAÑO: MAESTRO DE LAS ARTES MÍSTICAS (Marvel Gold Omnibus),"Bill Everett
,
 Dennis O'Neil
,
 Stan Lee
,
 Steve Ditko",Panini Comics,9788490947128,"37,95 €",,Tapa dura,648,En stock
GUERREROS ARAÑA 01,"David Baldeón
,
 Mike Costa",Panini Comics,9788490947050,"13,78 €",,Tapa blanda con solapas,160,Agotado
CONTIENDA DE CAMPEONES:MUNDO DE BATALLA,"Al Ewing
,
 Paco Medina",Panini Comics,9788490947067,"15,68 €",,Tapa blanda con solapas,184,Agotado
LAS MINIS DE MASACRE 04: EL REGRESO DEL MASACRE VIVIENTE,"Cullen Bunn
,
 Nik Virella
,
 Ramon Rosanas",Panini Comics,9788490947036,"15,68 €",,Tapa blanda con solapas,184,Agotado
"ULTIMATE SPIDERMAN: GUERREROS ARAÑA, NO ES UN JUGUETE",Joe Caramagna,Panini Comics,9788490947173,"11,35 €",,Tapa dura,72,Agotado
