Nombre,Autor,Editorial,ISBN,Precio,Fecha de lanzamiento,Formato,Páginas,Disponibilidad
LOKI: AGENTE DE ASGARD (MARVEL OMNIBUS),"Al Ewing
,
 Jorge Coelho
,
 Lee Garbett",Panini Comics,9788411013048,"38,00 €",27/01/2022,Tapa dura,408,En stock
MARVEL HÉROES 59: LOS 4 FANTÁSTICOS DE JOHN BYRNE 01,"John Byrne
,
 Varios autores",Panini Comics,9788411014267,"45,55 €",27/01/2022,Tapa dura,592,En stock
VENENO 02: EL ABISMO (Marvel premiere),"Donny Cates
,
 Ibán Coello
,
 Joshua Cassara
,
 Ryan Stegman",Panini Comics,9788411012959,"9,50 €",27/01/2022,Tapa blanda,136,Agotado
LOS ETERNOS 09: HIJOS DEL DIOS DORADO,"Dann Thomas
,
 Geof Isherwood
,
 Glenn Herdling
,
 Joe Bennett
,
 Karl Bollers
,
 Mark Texeira
,
 Michael Higgins
,
 Roy Thomas",Panini Comics,9788411012171,"18,95 €",20/01/2022,Tapa dura,256,En stock
LOBEZNO: ENEMIGO DEL ESTADO (Marvel Must-Have),"John Romita Jr.
,
 Kaare Andrews
,
 Mark Millar",Panini Comics,9788411017930,"22,80 €",20/01/2022,Tapa dura,344,En stock
MAESTRO 02,"Dale Keown
,
 Germán Peralta
,
 Peter David",Panini Comics,9788411012409,"13,30 €",20/01/2022,Tapa blanda,128,En stock
GUERRA DE REYES: PRÓLOGO (ANIQUILACIÓN SAGA 17),"Andy Lanning
,
 Andy Schmidt
,
 Bong Dazo
,
 Dan Abnett
,
 Frazer Irving
,
 Joe Pokaski
,
 Paul Pelletier
,
 Tom Raney
,
 Varios autores",Panini Comics,9788411013055,"17,10 €",20/01/2022,Tapa dura,176,En stock
CORPORACIÓN-X: SIMPLEMENTE SUPERIORES,"Tini Howard
,
 Alberto Foche",Panini Comics,9788411012188,"15,20 €",20/01/2022,Tapa blanda,144,En stock
ASEDIO (Marvel Must-Have),"Brian Michael Bendis
,
 Michael Lark
,
 Olivier Coipel",Panini Comics,9788411011884,"14,25 €",20/01/2022,Tapa dura,160,En stock
EL ASOMBROSO SPIDERMAN 58: VENENO INC. (Marvel Saga),"Cory Smith
,
 Dan Slott
,
 Gerardo Sandoval
,
 Gustavo Duarte
,
 Jeff Loveness
,
 Mike Costa
,
 Ryan Stegman",Panini Comics,9788411012966,"19,00 €",13/01/2022,Tapa dura,216,Agotado
GUERRA DE REYES: CAMINO A GUERRA DE REYES. INHUMANOS  (ANIQUILACIÓN SAGA 16),"Andy Lanning
,
 Andy Schmidt
,
 Bong Dazo
,
 Dan Abnett
,
 Frazer Irving
,
 Joe Pokaski
,
 Paul Pelletier
,
 Tom Raney",Panini Comics,9788411012133,"17,10 €",07/01/2022,Tapa dura,152,Agotado
THOR 01: EN BUSCA DE LOS DIOSES (Heroes Return),"Dan Jurgens
,
 Howard Mackie
,
 John Buscema
,
 John Romita Jr.",Panini Comics,9788411011693,"33,25 €",07/01/2022,Tapa dura,360,En stock
SENDA DE X 01: LA REVELACIÓN DE ONSLAUGHT,"Si Spurrier
,
 Bob Quinn",Panini Comics,9788411012140,"16,15 €",23/12/2021,Tapa blanda,176,En stock
ANIQUILACIÓN FINAL: COMPENDIO,"Al Ewing
,
 Anthony Oliveira
,
 Bob Quinn
,
 Germán Peralta
,
 Jan Bazaldua
,
 Evan Narcisse",Panini Comics,9788411012157,"11,40 €",23/12/2021,Tapa blanda,104,En stock
GUARDIANES DE LA GALAXIA: VENGADORES CÓSMICOS (Marvel Must-Have),"David Mazzucchelli
,
 Frank Miller",Panini Comics,9788411010856,"14,25 €",16/12/2021,Tapa dura,152,Agotado
SPIDERMAN: TODA UNA VIDA. J.JONAH JAMESON,"Chip Zdarsky
,
 Mark Bagley",Panini Comics,9788411011570,"11,40 €",16/12/2021,Tapa dura,48,Agotado
IRON MAN: DIRECTOR DE S.H.I.E.L.D. (OMNIBUS),"Carlo Pagulayan
,
 Charles Knauf
,
 Christos Gage
,
 Daniel Knauf
,
 Harvey Tolibao
,
 Jackson Guice
,
 Roberto de la Torre
,
 Steve Kurth
,
 Stuart Immonen",Panini Comics,9788411012126,"42,75 €",16/12/2021,Tapa dura,480,En stock
GUERRA DE REYES: CAMINO A GUERRA DE REYES. EMPERADOR VULCANO  (ANIQUILACIÓN SAGA 15),"Chris Yost
,
 Paco Díaz",Panini Comics,9788411011716,"17,10 €",16/12/2021,Tapa dura,128,En stock
MAESTROS MARVEL DEL SUSPENSE: LEE Y DITKO 2ª PARTE (MARVEL LIMITED EDITION),"Stan Lee
,
 Steve Ditko",Panini Comics,9788418814044,"47,45 €",16/12/2021,Tapa dura,496,Agotado
HISTORIA DEL UNIVERSO MARVEL (Edición de lujo),"Javier Rodriguez
,
 Mark Waid",Panini Comics,9788411011051,"38,00 €",16/12/2021,Tapa dura,240,Agotado
LA ESPADA SALVAJE DE CONAN. ESPECIAL COLOR (Marvel comics super special),"Alfredo Alcalá
,
 John Buscema
,
 Roy Thomas
,
 Tony DeZuñiga",Panini Comics,9788411012119,"19,00 €",16/12/2021,Tapa dura,136,En stock
FACTOR-X 02 (MARVEL GOLD OMNIBUS),"Louise Simonson
,
 Walter Simonson",Panini Comics,9788411011631,"37,95 €",16/12/2021,Tapa dura,520,En stock
LOS ETERNOS 07: EL FACTOR HERODES,"Dann Thomas
,
 Glenn Herdling
,
 Joe Bennett
,
 Karl Bollers
,
 Mark Texeira
,
 Michael Higgins
,
 Roy Thomas
,
 Geof Isherwood",Panini Comics,9788411012164,"18,95 €",16/12/2021,Tapa dura,176,En stock
VIUDA NEGRA 02: YO SOY LA VIUDA NEGRA,"Elena Casagrande
,
 Kelly Thompson
,
 Rafael De Latorre",Panini Comics,9788411012393,"12,35 €",16/12/2021,Tapa blanda,120,Agotado
LOS VENGADORES: LAS GUERRAS ASGARDIANAS (Marvel Must-Have),"David Mazzucchelli
,
 Frank Miller",Panini Comics,9788411011228,"14,25 €",16/12/2021,Tapa dura,144,En stock
EL ASOMBROSO SPIDERMAN: LAS TIRAS DE PRENSA 1983-1984,"John Romita
,
 Stan Lee",Panini Comics,9788411010962,"37,95 €",09/12/2021,Tapa dura,328,En stock
EL ASOMBROSO SPIDERMAN 57: LA CAÍDA DE PARKER (Marvel Saga),"Dan Slott
,
 Stuart Immonen",Panini Comics,9788411012102,"18,05 €",09/12/2021,Tapa dura,184,En stock
LOS NUEVOS VENGADORES 03: SECRETOS Y MENTIRAS (Marvel Must-Have),"David Mazzucchelli
,
 Frank Miller",Panini Comics,9788411011839,"14,25 €",25/11/2021,Tapa dura,144,En stock
ESTELA PLATEADA: RÉQUIEM (GRANDES TESOROS MARVEL),"Moebius
,
 Stan Lee",Panini Comics,9788411010696,"33,25 €",25/11/2021,Tapa dura,112,En stock
LOS NUEVOS MUTANTES 03: LA MASACRE MUTANTE(Marvel Gold Omnibus),"Arthur Adams
,
 Chris Claremont
,
 Jackson Guice
,
 Keith Pollard
,
 Sal Buscema
,
 Varios autores",Panini Comics,9788411010900,"42,70 €",25/11/2021,Tapa blanda con solapas,696,En stock
MARVEL HÉROES 53: SECRET WARS II - ¿QUIÉN ES EL TODOPODEROSO?,"Al Milgrom
,
 Jim Shooter
,
 Otros autores",Panini Comics,9788411012096,"39,90 €",18/11/2021,Tapa dura,760,Agotado
ETERNOS 01: SÓLO LA MUERTE ES ETERNA (EDICIÓN DE LUJO),"Esad Ribic
,
 Kieron Gillen",Panini Comics,9788411011068,"28,50 €",18/11/2021,Tapa dura,216,En stock
CAPITÁN AMÉRICA de Nick Spencer 03: LA CONSTRUCCIÓN DE UN IMPERIO (Marvel Now! Deluxe),"Ángel Unzueta
,
 Daniel Acuña
,
 Javier Pina
,
 Jesús Saiz
,
 Nick Spencer
,
 Paul Renaud",Panini Comics,9788411011679,"33,25 €",18/11/2021,Tapa dura,336,Agotado
PUÑO DE HIERRO: EL CORAZÓN DEL DRAGÓN,"Larry Hama
,
 Dave Wachter",Panini Comics,9788411011198,"13,30 €",18/11/2021,Tapa blanda,136,En stock
THOR DE JASON AARON 05: EL INDIGNO THOR (Marvel Now! Deluxe),"Frazer Irving
,
 Jason Aaron
,
 Kim Jacinto
,
 Olivier Coipel
,
 Pascal Alixe
,
 Russell Dauterman
,
 Steve Epting",Panini Comics,9788411011662,"28,50 €",18/11/2021,Tapa dura,288,En stock
WHAT IF...? SPIDERMAN,"Chip Zdarsky
,
 Pasqual Ferry",Panini Comics,9788411011020,"17,10 €",18/11/2021,Tapa dura,128,Agotado
CABLE 02: DEPRESIÓN,"Gerry Duggan
,
 Phil Noto",Panini Comics,9788411011587,"15,20 €",18/11/2021,Tapa blanda,144,En stock
NUEVA PATRULLA-X DE YOST Y KYLE 01,"Christopher Yost
,
 Craig Kyle
,
 Mark Brooks
,
 Paco Medina
,
 Paul Pelletier",Panini Comics,9788411011686,"33,25 €",18/11/2021,Tapa dura,352,En stock
HELLSTORM (MARVEL OMNIBUS),"Leonardo Manco
,
 Peter Gross
,
 Warren Ellis
,
 Derek Yaniger",Panini Comics,9788411011211,"38,00 €",18/11/2021,Tapa dura,416,En stock
RUNAWAYS 06: VEN CONMIGO,"Andrés Genolet
,
 Natacha Bustos
,
 Rainbow Rowell",Panini Comics,9788411011204,"19,95 €",18/11/2021,Tapa dura,168,En stock
ÁNGELES CAIDOS (Integral),"Kerry Gammill
,
 Mary-Jo Duffy",Panini Comics,9788411010931,"21,85 €",18/11/2021,Tapa dura,216,En stock
LOS ETERNOS 06: ¿DICES QUE QUIERES UNA REVOLUCIÓN?,"Al Milgrom
,
 Mark Gruenwald
,
 Peter B.Gillis
,
 Ralph Macchio
,
 Rich Buckler
,
 Roger Stern
,
 Ron Wilson",Panini Comics,9788411011075,"18,95 €",18/11/2021,Tapa dura,328,Agotado
HIJOS DEL ATOMO: IMPOSIBLES,"Bernard Chang
,
 Vita Ayala",Panini Comics,9788413349558,"15,68 €",18/11/2021,Tapa blanda,168,En stock
MS. MARVEL 03: SUPERFAMOSA (Marvel omnibus),"Adrian Alphona
,
 G. Willow Wilson
,
 Mirka Andolfo
,
 Nico León
,
 Takeshi Miyazawa",Panini Comics,9788411011709,"28,50 €",18/11/2021,Tapa dura,304,En stock
EL ASOMBROSO SPIDERMAN 56: EL CASO OSBORN (Marvel Saga),"Dan Slott
,
 Stuart Immonen",Panini Comics,9788411011617,"18,05 €",11/11/2021,Tapa dura,168,En stock
DINASTÍA DE X /  POTENCIAS DE X 04: Y AHORA CONSTRUÍMOS (Marvel Premiere),"Jonathan Hickman
,
 Pepe Larraz
,
 R. B. Silva",Panini Comics,9788411011594,"9,50 €",11/11/2021,Tapa blanda,120,En stock
GUERREROS SECRETOS 05: CÍRCULOS DENTRO DE CÍRCULOS (MARVEL SAGA),"Alessandro Vitti
,
 Jonathan Hickman",Panini Comics,9788411011624,"15,20 €",11/11/2021,Tapa dura,144,Agotado
LOS ETERNOS 08: DEL GÉNESIS AL APOCALIPSIS,"Al Milgrom
,
 Mark Gruenwald
,
 Peter B.Gillis
,
 Ralph Macchio
,
 Rich Buckler
,
 Roger Stern
,
 Ron Wilson",Panini Comics,9788413347141,"18,95 €",04/11/2021,Tapa dura,224,Agotado
LOS ETERNOS 05: LIBERAR A LOS ETERNOS,"Al Milgrom
,
 Mark Gruenwald
,
 Peter B.Gillis
,
 Ralph Macchio
,
 Rich Buckler
,
 Roger Stern
,
 Ron Wilson",Panini Comics,9788411011853,"18,95 €",04/11/2021,Tapa dura,192,Agotado
THOR Y LOKI: PROBLEMA DOBLE (Marvel Action),"Gurihiru
,
 Mariko Tamaki",Panini Comics,9788411010566,"11,35 €",04/11/2021,Tapa dura,96,En stock
LOS NUEVOS VENGADORES 02: EL VIGÍA (Marvel Must-Have),"Brian Michael Bendis
,
 Steve McNiven",Panini Comics,9788411010948,"12,34 €",04/11/2021,Tapa dura,120,Agotado
EL IMPARABLE SPIDERMAN 03 (Serie bimestral),"Chris Bachalo
,
 Joe Kelly",Panini Comics,977000561900200003,"4,75 €",04/11/2021,Tapa blanda,48,Agotado
LA MUERTE DEL CAPITÁN AMÉRICA (Marvel Must-Have),"Ed Brubaker
,
 Mike Perkins
,
 Steve Epting",Panini Comics,9788411014359,"17,10 €",04/11/2021,Tapa dura,168,En stock
"MATANZA: BLANCO, NEGRO Y SANGRE","Al Ewing
,
 Benjamin Percy
,
 John McCrea
,
 Ken Lashley
,
 Sara Pichelli
,
 Tini Howard",Panini Comics,9788411010559,"18,95 €",04/11/2021,Tapa blanda,136,En stock
LAS HISTORIAS JAMÁS CONTADAS DE LA PATRULLA-X 02 (Marvel gold),"Arthur Adams
,
 Chris Claremont
,
 John Bolton
,
 Varios autores",Panini Comics,9788411010429,"37,95 €",28/10/2021,Tapa dura,552,En stock
U.S.AGENTE: FANÁTICO AMERICANO,"Christopher Priest
,
 Georges Jeanty",Panini Comics,9788411010528,"12,35 €",28/10/2021,Tapa blanda,120,En stock
HOMBRE LOBO DE TABOO,"Scot Eaton
,
 B. Earl
,
 Taboo",Panini Comics,9788411010535,"11,40 €",28/10/2021,Tapa blanda,96,En stock
EL ASOMBROSO SPIDERMAN 02: AMIGOS Y ENEMIGOS (Marvel premiere),"Humberto Ramos
,
 Michele Bandini
,
 Nick Spencer",Panini Comics,9788411010887,"9,50 €",28/10/2021,Tapa blanda,120,Agotado
MS. MARVEL: BAJO PRESIÓN (Marvel Scholastic),"Nadia Shammas
,
 Nabi H. Ali",Panini Comics,9788411010504,"14,20 €",28/10/2021,Tapa blanda,128,En stock
HEROES REBORN COMPENDIO 02,"Dan Jurgens
,
 Ed Brisson
,
 Ethan Sacks
,
 Luca Pizzari
,
 Roland Boschi
,
 Tim Seeley
,
 Varios autores
,
 Vita Ayala
,
 Farid Karami",Panini Comics,9788411010832,"15,68 €",28/10/2021,Tapa blanda,168,En stock
CAPITANA MARVEL 01: EL NUEVO MUNDO,"Kelly Thompson
,
 Lee Garbett",Panini Comics,9788411010511,"12,35 €",28/10/2021,Tapa blanda,112,Agotado
IMPOSIBLES VENGADORES 05: CIVIL WAR II (Marvel Now! Deluxe),"Gerry Duggan
,
 Kevin Libranda
,
 Pepe Larraz
,
 Ryan Stegman",Panini Comics,9788411010924,"24,70 €",21/10/2021,Tapa dura,264,Agotado
ANIQUILACIÓN (Marvel Must-Have),"Andrea Di Vito
,
 Keith Giffen",Panini Comics,9788411010375,"14,25 €",21/10/2021,Tapa dura,184,Agotado
MARVEL GRANDES CÓMICS: 100 CÓMICS QUE CREARON UN UNIVERSO,Varios autores,DKespañol,9780241538302,"28,45 €",19/10/2021,Tapa dura,256,En stock
GUERREROS SECRETOS 04: EL ULTIMO ASALTO DE LOS COMANDOS AULLADORES (MARVEL SAGA),"Gianluca Gugliotta
,
 Jonathan Hickman
,
 Stefano Caselli",Panini Comics,9788411010894,"18,05 €",14/10/2021,Tapa dura,200,En stock
DINASTÍA DE X / POTENCIAS DE X 03:NUNCA MAS (Marvel Premiere),"Jonathan Hickman
,
 Pepe Larraz
,
 R. B. Silva",Panini Comics,9788411010863,"9,03 €",14/10/2021,Tapa blanda,136,En stock
LOS ETERNOS 04: EL CREPÚSCULO DE LOS DIOSES,"Keith Pollard
,
 Mark Gruenwald
,
 Ralph Macchio
,
 Roy Thomas",Panini Comics,9788411010573,"18,95 €",07/10/2021,Tapa dura,216,Agotado
ANIQUILACIÓN CONQUISTA: NOVA. CUERPO NOVA (ANIQUILACIÓN SAGA 14),"Andy Lanning
,
 Dan Abnett
,
 Geraldo Borges
,
 Paul Pelletier",Panini Comics,9788411010955,"17,10 €",07/10/2021,Tapa dura,152,En stock
LOS ETERNOS 02: MATAR UN DIOS ESPACIAL,Jack Kirby,Panini Comics,9788411010276,"18,95 €",,Tapa dura,200,Agotado
LOS ETERNOS 03: DE REPENTE...¡LOS CELESTIALES!,Jack Kirby,Panini Comics,9788411010283,"18,95 €",,Tapa dura,208,Agotado
MARVEL HÉROES: EL ASOMBROSO SPIDERMAN. MATANZA MÁXIMA,"Alex Saviuk
,
 David Michelinie
,
 Ron Lim
,
 Sal Buscema",Panini Comics,9788411010436,"47,45 €",,Tapa dura,736,En stock
LOS VENGADORES 02: CIVIL WAR II (Marvel Now! Deluxe),"Adam Kubert
,
 Alan Davis
,
 Mahmud Asrar
,
 Mark Waid",Panini Comics,9788411010450,"26,60 €",,Tapa dura,280,En stock
MILES MORALES SPIDERMAN 03: LA GUERRA DE VENENO  (Ultimate integral),"Brian Michael Bendis
,
 David Marquez
,
 Sara Pichelli",Panini Comics,9788411010474,"23,75 €",,Tapa dura,256,Agotado
ULTIMATE SPIDERMAN: PODER Y RESPONSABILIDAD (Marvel Must-Have),"Brian Michael Bendis
,
 Mark Bagley",Panini Comics,9788411016841,"17,10 €",,Tapa dura,208,Agotado
ACADEMIA X 02: X-PUESTOS,"Michael Ryan
,
 Nunzio Defilippis
,
 Randy Green
,
 Staz Johnson",Panini Comics,9788411010467,"30,40 €",,Tapa dura,320,En stock
HEROES REBORN COMPENDIO 01,"Jim Zub
,
 Michele Bandini
,
 Paco Medina
,
 Rafael De Latorre
,
 Varios autores
,
 Cody Ziglar",Panini Comics,9788411010368,"15,68 €",,Tapa blanda,168,Agotado
MILES MORALES: SHOCK WAVES,"Pablo Leon
,
 Justin A. Reynolds",Panini Comics,9788413349732,"14,20 €",,Tapa blanda,128,En stock
GUERREROS SECRETOS 03: DESPIERTA A LA BESTIA (MARVEL SAGA),"Gianluca Gugliotta
,
 Jonathan Hickman
,
 Stefano Caselli",Panini Comics,9788411010405,"16,15 €",,Tapa dura,152,Agotado
DINASTÍA DE X / POTENCIAS DE X 02: LA INCREÍBLE VIDA DE MOIRA-X (Marvel Premiere),"Jonathan Hickman
,
 Pepe Larraz
,
 R. B. Silva",Panini Comics,9788411010399,"8,46 €",,Tapa blanda,112,Agotado
EL ASOMBROSO SPIDERMAN 55: LA CONSPIRACIÓN DEL CLON (Marvel Saga 118),"Dan Slott
,
 Giuseppe Camuncoli
,
 Matteo Buffagni",Panini Comics,9788411010412,"23,75 €",,Tapa dura,280,Agotado
ANIQUILACIÓN CONQUISTA: GUARDIANES DE LA GALAXIA. CAMINO DE GUERRA DE REYES (ANIQUILACIÓN SAGA 13),"Andy Lanning
,
 Brad Walker
,
 Dan Abnett
,
 Paul Pelletier",Panini Comics,9788411010481,"17,10 €",,Tapa dura,160,Agotado
DINASTÍA DE X / POTENCIAS DE X 01: LA DINASTÍA QUE CREO XAVIER (Marvel Premiere),"Jonathan Hickman
,
 Pepe Larraz
,
 R. B. Silva",Panini Comics,9788411010153,"8,46 €",26/08/2021,Tapa blanda,112,Agotado
LOS ETERNOS 01: EL DÍA DE LOS DIOSES,Jack Kirby,Panini Comics,9788413347622,"18,95 €",19/08/2021,Tapa dura,216,En stock
M.O.D.O.K.: ROMPECABEZAS,"Francis Portela
,
 Fred Van Lente
,
 Scott Hepburn
,
 Ryan Dunlavey
,
 Patton Oswalt
,
 Jordan Blum",Panini Comics,9788411010245,"21,85 €",19/08/2021,Tapa blanda,240,En stock
DINASTÍA DE M (Marvel Must-Have),"Brian Michael Bendis
,
 Olivier Coipel",Panini Comics,9788411014335,"17,10 €",19/08/2021,Tapa dura,216,Agotado
CAPITÁN AMÉRICA: LA LEYENDA VIVE DE NUEVO (Marvel Integral),"Bryan Hitch
,
 Butch Guice
,
 Ed Brubaker
,
 Luke Ross
,
 Steve Epting",Panini Comics,9788411010207,"42,75 €",19/08/2021,Tapa dura,196,En stock
SUPERVISOR: EL DISPARADOR RUBICÓN,"Alessandro Vitti
,
 Jed Mackay",Panini Comics,9788411010221,"12,35 €",19/08/2021,Tapa blanda,112,En stock
POWER PACK: PROSCRITOS,"Nico León
,
 Ryan North",Panini Comics,9788411010238,"12,35 €",19/08/2021,Tapa blanda,120,En stock
CAPA Y PUÑAL: LA AGONÍA Y EL ÉXTASIS,"Dan Lawlis
,
 Mike Vosburg
,
 Terry Austin",Panini Comics,9788411010191,"28,50 €",19/08/2021,Tapa dura,304,En stock
INVENCIBLE IRON MAN 02: INTERNACIONAL (Marvel Now! Deluxe),"Alex Maleev
,
 Brian Michael Bendis
,
 Mike Deodato",Panini Comics,9788411010184,"22,80 €",19/08/2021,Tapa dura,240,En stock
SHANG-CHI: LOS MEJORES GOLPES,"Carlos Pacheco
,
 Dan Slott
,
 David Aja
,
 John Ostrander
,
 Jonathan Hickman
,
 Mike Deodato
,
 Pasqual Ferry
,
 Paulo Siqueira
,
 Scott Lobdell
,
 Warren Ellis",Panini Comics,9788413349725,"20,90 €",19/08/2021,Tapa dura,192,En stock
EL ASOMBROSO SPIDERMAN 54. LOS MUERTOS VIVEN,"Dan Slott
,
 Giuseppe Camuncoli
,
 Matteo Buffagni",Panini Comics,9788411010160,"15,20 €",12/08/2021,Tapa dura,128,Agotado
"DAREDEVIL 02: NO HAY DIABLO, SÓLO DIOS (Marvel Premiere)","Chip Zdarsky
,
 Jorge Fornés
,
 Lalit Kumar Sharma",Panini Comics,9788411010146,"8,46 €",12/08/2021,Tapa blanda,112,En stock
MAESTRO 01,"Dale Keown
,
 Germán Peralta
,
 Peter David",Panini Comics,9788413349596,"13,30 €",12/08/2021,Tapa blanda,128,Agotado
LA COSA Y OTRAS HISTORIAS (GRANDES TESOROS MARVEL),"Barry Smith
,
 Jim Shooter
,
 Stan Lee",Panini Comics,9788413349145,"38,00 €",12/08/2021,Tapa dura con sobrecubierta,144,En stock
LA SALVAJE HULKA 02: LA SAGA TERMINA (Marvel Limited Edition),"John Buscema
,
 Mike Vosburg
,
 Stan Lee
,
 Varios autores",Panini Comics,9788416986965,"37,95 €",12/08/2021,Tapa dura,320,En stock
ANIQUILACIÓN CONQUISTA: NOVA. INVASIÓN SECRETA (ANIQUILACIÓN SAGA 12),"Andy Lanning
,
 Dan Abnett
,
 Paul Pelletier",Panini Comics,9788411010214,"17,10 €",05/08/2021,Tapa dura,152,En stock
LA UNIÓN: EL PROYECTO BRITANIA,"Paul Grist
,
 Andrea Di Vito",Panini Comics,9788411010016,"12,35 €",29/07/2021,Tapa blanda,112,En stock
MARVEL HÉROES: CAPITÁN AMÉRICA 03. LA BÚSQUEDA DE LA GEMA DE SANGRE,"Mark Gruenwald
,
 Paul Neary",Panini Comics,9788413349848,"39,90 €",29/07/2021,Tapa dura,512,En stock
ANIQUILACIÓN CONQUISTA: GUARDIANES DE LA GALAXIA. LEGADO (ANIQUILACIÓN SAGA 11),"Andy Lanning
,
 Dan Abnett
,
 Paul Pelletier",Panini Comics,9788413349909,"17,10 €",22/07/2021,Tapa dura,160,Agotado
EL ASOMBROSO SPIDERMAN 53: ASALTO AL PODER,"Dan Slott
,
 Giuseppe Camuncoli
,
 Matteo Buffagni",Panini Comics,9788413349824,"15,20 €",15/07/2021,Tapa dura,144,En stock
CIVIL WAR II (Marvel Now! Deluxe),"Brian Michael Bendis
,
 David Marquez
,
 Mark Bagley
,
 Olivier Coipel
,
 Ramón Bachs",Panini Comics,9788413349855,"33,25 €",15/07/2021,Tapa dura,352,En stock
FUNDACIÓN FUTURO (MARVEL OMNIBUS),"Matt Fraction
,
 Michael Allred",Panini Comics,9788413349886,"33,25 €",15/07/2021,Tapa dura,360,En stock
MARVEL TEAM-UP 02: FANTASMAGORÍA (Marvel gold),"Gil Kane
,
 Jim Mooney
,
 Len Wein
,
 Ross Andru
,
 Roy Thomas
,
 Sal Buscema",Panini Comics,9788413349831,"37,95 €",15/07/2021,Tapa dura,552,Agotado
CAROL DANVERS: MS. MARVEL 03: INVASIÓN SECRETA,"Aaron Lopresti
,
 Brian Reed
,
 Giuseppe Camuncoli
,
 Roberto de la Torre",Panini Comics,9788413349879,"23,75 €",15/07/2021,Tapa dura,256,En stock
REY DE NEGRO: NAMOR,"Benjamin Dewey
,
 Jonas Scharf
,
 Kurt Busiek",Panini Comics,9788413349763,"12,35 €",15/07/2021,,,En stock
CAPITÁN AMÉRICA de Nick Spencer 02: HEIL HYDRA (Marvel Now! Deluxe),"Daniel Acuña
,
 Jesús Saiz
,
 Joe Bennett
,
 Mark Bagley
,
 Nick Spencer
,
 Paul Renaud",Panini Comics,9788413349862,"28,50 €",15/07/2021,Tapa dura,304,En stock
PATRULLA-X: EL DON (Marvel Must-Have),"John Cassaday
,
 Joss Whedon",Panini Comics,9788413348841,"20,90 €",15/07/2021,Tapa dura,312,Agotado
"GUERREROS SECRETOS 02: DIOS DEL MIEDO, DIOS DE LA GUERRA (MARVEL SAGA)","Brian Michael Bendis
,
 Jonathan Hickman
,
 Stefano Caselli",Panini Comics,9788413349817,"15,20 €",15/07/2021,Tapa dura,136,Agotado
EL HOMBRE LLAMADO MORBIUS.. EL VAMPIRO VIVIENTE (MARVEL LIMITED EDITION),Varios autores,Panini Comics,9788416986958,"58,90 €",15/07/2021,Tapa dura,872,En stock
ANIQUILACIÓN CONQUISTA: NOVA. SAPIENCIAL (ANIQUILACIÓN SAGA 10),"Andy Lanning
,
 Dan Abnett
,
 Tom Raney",Panini Comics,9788413349893,"17,10 €",01/07/2021,Tapa dura,168,En stock
LOS 4 FANTÁSTICOS 02: EL SR. Y LA SRA. GRIMM (Marvel Premiere),"Dan Slott
,
 Sara Pichelli",Panini Comics,9788413349800,"9,50 €",01/07/2021,Tapa blanda,128,Agotado
CAMPEONES 03: PROSCRITOS,"Simone Di Meo
,
 Eve Ewing",Panini Comics,9788413349121,"12,35 €",24/06/2021,Tapa blanda con solapas,120,En stock
SHANG-CHI: HERMANOS Y HERMANAS,"Gene Luen Yang
,
 Philip Tan
,
 Dike Ruan",Panini Comics,9788413348681,"12,35 €",24/06/2021,Tapa blanda,120,Agotado
REY DE NEGRO: LOS HÉROES,"Ed Brisson
,
 Geoffrey Thorne
,
 Germán Peralta
,
 Jesús Saiz
,
 Juan Frigeri
,
 Luciano Vecchio
,
 Simon Spurrier
,
 Tini Howard",Panini Comics,9788413349565,"13,30 €",24/06/2021,Tapa blanda,128,Agotado
"CAPITÁN AMÉRICA: LA VERDAD. ROJO, BLANCO Y NEGRO","Kyle Baker
,
 Robert Morales",Panini Comics,9788411010139,"19,95 €",17/06/2021,Tapa dura,176,En stock
DOCTOR EXTRAÑO 02: LOS ÚLTIMOS DÍAS DE LA MAGIA (Marvel Premiere),"Chris Bachalo
,
 Danilo Beyruth
,
 Gerry Duggan
,
 James Robinson
,
 Jason Aaron
,
 Leonardo Romero
,
 Mike Perkins",Panini Comics,9788413349473,"12,30 €",17/06/2021,Tapa dura,176,En stock
ANIQUILACIÓN CONQUISTA: (ANIQUILACIÓN SAGA 09),"Andy Lanning
,
 Dan Abnett
,
 Tom Raney",Panini Comics,9788413349541,"17,10 €",17/06/2021,Tapa dura,168,En stock
EL ASOMBROSO SPIDERMAN: VUELTA A CASA (Marvel Must-Have),"Ed Brubaker
,
 Steve Epting",Panini Comics,9788411016865,"17,10 €",17/06/2021,Tapa dura,160,En stock
REY DE NEGRO: PLANETA DE SIMBIONTES,"Clay Mcleod Chapman
,
 Danilo Beyruth
,
 Flaviano Armentaro
,
 Frank Tieri
,
 Guiu Vilanova
,
 Kyle Hotz
,
 Seanan McGuire",Panini Comics,9788413349572,"13,30 €",17/06/2021,Tapa blanda,136,En stock
LA VISIÓN Y LA BRUJA ESCARLATA: UN AÑO EN SUS VIDAS,"Al Milgrom
,
 Richard Howell
,
 Steve Englehart",Panini Comics,9788413349244,"33,25 €",17/06/2021,Tapa dura,344,En stock
MATANZA USA,"Clayton Crain
,
 Zeb Wells",Panini Comics,9788413349510,"16,15 €",17/06/2021,Tapa dura,112,Agotado
